EntrezID	GeneSymbol	Zuber_Essential_new	GeneAliases	Chromosom
9775	EIF4A3	essential_core	DDX48|MUK34|NMP265|NUK34|RCPS|eIF4AIII	17q25.3
9790	BMS1	essential_core	ACC|BMS1L	10q11.21
9793	CKAP5	essential_core	CHTOG|MSPS|TOG|TOGp|ch-TOG	11p11.2
9804	TOMM20	essential_core	MAS20|MOM19|TOM20	1q42.3
9837	GINS1	essential_core	PSF1	20p11.21
9861	PSMD6	essential_core	Rpn7|S10|SGA-113M|p42A|p44S10	3p14.1
9875	URB1	essential_core	C21orf108|NPA1	21q22.11
9879	DDX46	essential_core	PRPF5|Prp5	5q31.1
9939	RBM8A	essential_core	BOV-1A|BOV-1B|BOV-1C|C1DELq21.1|DEL1q21.1|MDS014|RBM8|RBM8B|TAR|Y14|ZNRP|ZRNP1	1q21.1
9978	RBX1	essential_core	BA554C12.1|RNF75|ROC1	22q13.2
10001	MED6	essential_core	ARC33|NY-REN-28	14q24.2
10051	SMC4	essential_core	CAP-C|CAPC|SMC-4|SMC4L1	3q25.33
10054	UBA2	essential_core	ARX|HRIHFB2115|SAE2	19q13.11
10056	FARSB	essential_core	FARSLB|FRSB|HSPC173|PheHB|PheRS	2q36.1
10093	ARPC4	essential_core	ARC20|P20-ARC	3p25.3
10097	ACTR2	essential_core	ARP2	2p14
10153	CEBPZ	essential_core	CBF|CBF2|HSP-CBF|NOC1	2p22.2
10204	NUTF2	essential_core	NTF-2|NTF2|PP15	16q22.1
10208	USPL1	essential_core	C13orf22|D13S106E|bA121O19.1	13q12.3
10209	EIF1	essential_core	A121|EIF-1|EIF1A|ISO1|SUI1	17q21.2
10213	PSMD14	essential_core	PAD1|POH1|RPN11	2q24.2
10237	SLC35B1	essential_core	UGTREL1	17q21.33
10248	POP7	essential_core	0610037N12Rik|RPP2|RPP20	7q22.1
10284	SAP18	essential_core	2HOR0202|SAP18P	13q12.11
10285	SMNDC1	essential_core	SMNR|SPF30|TDRD16C	10q25.2
10286	BCAS2	essential_core	DAM1|SPF27|Snt309	1p13.2
10376	TUBA1B	essential_core	K-ALPHA-1	12q13.12
10393	ANAPC10	essential_core	APC10|DOC1	4q31.21
10399	GNB2L1	essential_core	GNB2L1|Gnb2-rs1|H12.3|HLC-7|PIG21	5q35.3
10403	NDC80	essential_core	HEC|HEC1|HsHec1|KNTC2|TID3|hsNDC80	18p11.32
10412	NSA2	essential_core	CDK105|HCL-G1|HCLG1|HUSSY-29|HUSSY29|TINP1	5q13.3
10423	CDIPT	essential_core	PIS|PIS1	16p11.2
10426	TUBGCP3	essential_core	104p|GCP3|Grip104|SPBC98|Spc98|Spc98p	13q34
10432	RBM14	essential_core	COAA|PSP2|SIP|SYTIP1|TMEM137	11q13.2
10452	TOMM40	essential_core	C19orf1|D19S1177E|PER-EC1|PEREC1|TOM40	19q13.32
10471	PFDN6	essential_core	H2-KE2|HKE2|KE-2|PFD6	6p21.32
10514	MYBBP1A	essential_core	P160|PAP2	17p13.2
10523	CHERP	essential_core	DAN16|SCAF6|SRA1	19p13.11
10528	NOP56	essential_core	NOL5A|SCA36	20p13
10557	RPP38	essential_core	-	10p13
10575	CCT4	essential_core	CCT-DELTA|Cctd|SRB	2p15
10576	CCT2	essential_core	99D8.1|CCT-beta|CCTB|HEL-S-100n|PRO1633|TCP-1-beta	12q15
10592	SMC2	essential_core	CAP-E|CAPE|SMC-2|SMC2L1	9q31.1
10594	PRPF8	essential_core	HPRP8|PRP8|PRPC8|RP13|SNRNP220	17p13.3
10623	POLR3C	essential_core	RPC3|RPC62	1q21.1
10652	YKT6	essential_core	-	7p13
10664	CTCF	essential_core	MRD21	16q22.1
10694	CCT8	essential_core	C21orf112|Cctq|D21S246|PRED71	21q21.3
10713	USP39	essential_core	65K|CGI-21|HSPC332|SAD1|SNRNP65	2p11.2
10714	POLD3	essential_core	P66|P68|PPP1R128	11q13.4
10856	RUVBL2	essential_core	CGI-46|ECP-51|ECP51|INO80J|REPTIN|RVB2|TAP54-beta|TIH2|TIP48|TIP49B	19q13.33
10885	WDR3	essential_core	DIP2|UTP12	1p12
10907	TXNL4A	essential_core	BMKS|DIB1|DIM1|SNRNP15|TXNL4|U5-15kD	18q23
10921	RNPS1	essential_core	E5.1	16p13.3
10969	EBNA1BP2	essential_core	EBP2|NOBP|P40	1p34.2
10980	COPS6	essential_core	CSN6|MOV34-34KD	7q22.1
11051	NUDT21	essential_core	CFIM25|CPSF5	16q13
11056	DDX52	essential_core	HUSSY19|ROK1	17q12
11066	SNRNP35	essential_core	HM-1|U1SNRNPBP	12q24.31
11102	RPP14	essential_core	HsHTD2|P14	3p14.3
11103	KRR1	essential_core	HRB2|RIP-1	12q21.2
11128	POLR3A	essential_core	ADDH|HLD7|RPC1|RPC155|hRPC155	10q22.3
11140	CDC37	essential_core	P50CDC37	19p13.2
11169	WDHD1	essential_core	AND-1|AND1|CHTF4|CTF4	14q22.2-q22.3
11198	SUPT16H	essential_core	CDC68|FACTP140|SPT16|SPT16/CDC68	14q11.2
11224	RPL35	essential_core	L35	9q33.3
11316	COPE	essential_core	epsilon-COP	19p13.11
11319	ECD	essential_core	GCR2|HSGT1|SGT1	10q22.2
11338	U2AF2	essential_core	U2AF65	19q13.42
11340	EXOSC8	essential_core	CIP3|EAP2|OIP2|PCH1C|RRP43|Rrp43p|bA421P11.3|p9	13q13.3
22878	TRAPPC8	essential_core	GSG1|HsT2706|KIAA1012|TRS85	18q12.1
22894	DIS3	essential_core	2810028N01Rik|EXOSC11|KIAA1008|RRP44|dis3p	13q21.33
22908	SACM1L	essential_core	SAC1	3p21.31
22916	NCBP2	essential_core	CBC2|CBP20|NIP1|PIG55	3q29
22938	SNW1	essential_core	Bx42|NCOA-62|PRPF45|Prp45|SKIIP|SKIP	14q24.3
22948	CCT5	essential_core	CCT-epsilon|CCTE|HEL-S-69|PNAS-102|TCP-1-epsilon	5p15.2
22974	TPX2	essential_core	C20orf1|C20orf2|DIL-2|DIL2|FLS353|GD:C20orf1|HCA519|HCTP4|REPP86|p100	20q11.21
22984	PDCD11	essential_core	ALG-4|ALG4|NFBP|RRP5	10q24.33
23020	SNRNP200	essential_core	ASCC3L1|BRR2|HELIC2|RP33|U5-200KD	2q11.2
23137	SMC5	essential_core	SMC5L1	9q21.12
23160	WDR43	essential_core	NET12|UTP5	2p23.2
23195	MDN1	essential_core	Rea1	6q15
23203	PMPCA	essential_core	Alpha-MPP|INPP5E|P-55|SCAR2	9q34.3
23279	NUP160	essential_core	-	11p11.2
23354	HAUS5	essential_core	KIAA0841|dgt5	19q13.12
23379	ICE1	essential_core	KIAA0947	5p15.32
23397	NCAPH	essential_core	BRRN1|CAP-H	2q11.2
23398	PPWD1	essential_core	-	5q12.3
23404	EXOSC2	essential_core	RRP4|Rrp4p|hRrp4p|p7	9q34.12
23435	TARDBP	essential_core	ALS10|TDP-43	1p36.22
23450	SF3B3	essential_core	RSE1|SAP130|SF3b130|STAF130	16q22.1
23476	BRD4	essential_core	CAP|HUNK1|HUNKI|MCAP	19p13.12
23481	PES1	essential_core	PES	22q12.2
23517	SKIV2L2	essential_core	Dob1|KIAA0052|Mtr4|fSAP118	5q11.2
23521	RPL13A	essential_core	L13A|TSTA1	19q13.33
23534	TNPO3	essential_core	IPO12|LGMD1F|MTR10A|TRN-SR|TRN-SR2|TRNSR	7q32.1
23560	GTPBP4	essential_core	CRFG|NGB|NOG1	10p15.3
23587	ELP5	essential_core	C17orf81|DERP6|HSPC002|MST071|MSTP071	17p13.1
23594	ORC6	essential_core	ORC6L	16q11.2
23759	PPIL2	essential_core	CYC4|CYP60|Cyp-60|UBOX7|hCyP-60	22q11.21
24148	PRPF6	essential_core	ANT-1|ANT1|C20orf14|Prp6|RP60|SNRNP102|TOM|U5-102K|hPrp6	20q13.33
25804	LSM4	essential_core	GRP|YER112W	19p13.11
25843	MOB4	essential_core	2C4D|CGI-95|MOB1|MOB3|MOBKL3|PHOCN|PREI3	2q33.1
25871	C3orf17	essential_core	C3orf17|NET17	3q13.2
25929	GEMIN5	essential_core	GEMIN-5	5q33.2
25983	NGDN	essential_core	C14orf120|CANu1|LCP5|NGD|lpd-2	14q11.2
25988	HINFP	essential_core	HiNF-P|MIZF|ZNF743	11q23.3
26121	PRPF31	essential_core	NY-BR-99|PRP31|RP11|SNRNP61	19q13.42
26156	RSL1D1	essential_core	CSIG|L12|PBK1|UTP30	16p13.13
26164	MTG2	essential_core	GTPBP5|ObgH1|dJ1005F21.2	20q13.33
26277	TINF2	essential_core	DKCA3|TIN2	14q12
26354	GNL3	essential_core	C77032|E2IG3|NNP47|NS	3p21.1
26519	TIMM10	essential_core	TIM10|TIM10A|TIMM10A	11q12.1
26986	PABPC1	essential_core	PAB1|PABP|PABP1|PABPC2|PABPL1	8q22.3
27042	DIEXF	essential_core	C1orf107|DEF|DJ434O14.5|UTP25	1q32.2
27095	TRAPPC3	essential_core	BET3	1p34.3
27229	TUBGCP4	essential_core	76P|GCP-4|GCP4|Grip76|MCCRP3	15q15.3
27238	GPKOW	essential_core	GPATC5|GPATCH5|Spp2|T54	Xp11.23
27243	CHMP2A	essential_core	BC-2|BC2|CHMP2|VPS2|VPS2A	19q13.43
27258	LSM3	essential_core	SMX4|USS2|YLR438C	3p25.1
27297	CRCP	essential_core	CGRP-RCP|CGRPRCP|RCP|RCP9	7q11.21
27316	RBMX	essential_core	HNRNPG|HNRPG|MRXS11|RBMXP1|RBMXRT|RNMX|hnRNP-G	Xq26.3
27339	PRPF19	essential_core	NMP200|PRP19|PSO4|SNEV|UBOX4|hPSO4	11q12.2
27340	UTP20	essential_core	1A6/DRIM|DRIM	12q23.2
29101	SSU72	essential_core	HSPC182|PNAS-120	1p36.33
29777	ABT1	essential_core	hABT1	6p22.2
29889	GNL2	essential_core	HUMAUANTIG|NGP1|Ngp-1|Nog2|Nug2	1p34.3
29927	SEC61A1	essential_core	HNFJ4|HSEC61|SEC61|SEC61A	3q21.3
29945	ANAPC4	essential_core	APC4	4p15.2
29980	DONSON	essential_core	B17|C21orf60	21q22.11
51010	EXOSC3	essential_core	CGI-102|PCH1B|RRP40|Rrp40p|bA3J10.7|hRrp-40|p10	9p13.2
51012	SLMO2	essential_core	C20orf45|SLMO2|dJ543J19.5	20q13.32
51067	YARS2	essential_core	CGI-04|MLASA2|MT-TYRRS|TYRRS	12p11.21
51068	NMD3	essential_core	CGI-07	3q26.1
51126	NAA20	essential_core	NAT3|NAT3P|NAT5|NAT5P|dJ1002M8.1	20p11.23
51163	DBR1	essential_core	-	3q22.3
51184	GPN3	essential_core	ATPBD1C	12q24.11
51187	RSL24D1	essential_core	C15orf15|HRP-L30-iso|L30|RLP24|RPL24|RPL24L|TVAS3	15q21.3
51202	DDX47	essential_core	E4-DBP|HQ0256|MSTP162|RRP3	12p13.1
51340	CRNKL1	essential_core	CLF|CRN|Clf1|HCRN|MSTP021|SYF3	20p11.23
51388	NIP7	essential_core	CGI-37|HSPC031|KD93	16q22.1
51399	TRAPPC4	essential_core	CGI-104|HSPC172|PTD009|SBDN|SYNBINDIN|TRS23	11q23.3
51433	ANAPC5	essential_core	APC5	12q24.31
51490	C9orf114	essential_core	C9orf114|CENP-32|HSPC109	9q34.11
51491	NOP16	essential_core	HSPC111|HSPC185	5q35.2
51493	RTCB	essential_core	C22orf28|DJ149A16.6|FAAP|HSPC117	22q12.3
51507	RTFDC1	essential_core	C20orf43|CDAO5|HSPC164|SHUJUN-3	20q13.31
51514	DTL	essential_core	CDT2|DCAF2|L2DTL|RAMP	1q32.3
51520	LARS	essential_core	HSPC192|ILFS1|LARS1|LEURS|LEUS|LFIS|LRS|PIG44|RNTLS|hr025Cl	5q32
51529	ANAPC11	essential_core	APC11|Apc11p|HSPC214	17q25.3
51550	CINP	essential_core	-	14q32.31
51585	PCF11	essential_core	-	11q14.1
51593	SRRT	essential_core	ARS2|ASR2|serrate	7q22.1
51602	NOP58	essential_core	HSPC120|NOP5|NOP5/NOP58	2q33.1
51639	SF3B6	essential_core	CGI-110|HSPC175|Ht006|P14|SAP14|SAP14a|SF3B14|SF3B14a	2p23.3
51647	FAM96B	essential_core	CGI-128|CIA2B|MIP18	16q22.1
51659	GINS2	essential_core	HSPC037|PSF2|Pfs2	16q24.1
51691	LSM8	essential_core	NAA38	7q31.31
51692	CPSF3	essential_core	CPSF-73|CPSF73	2p25.1
51727	CMPK1	essential_core	CK|CMK|CMPK|UMK|UMP-CMPK|UMPK	1p33
51728	POLR3K	essential_core	C11|C11-RNP3|My010|RPC10|RPC11|RPC12.5	16p13.3
53981	CPSF2	essential_core	CPSF100	14q32.12
54148	MRPL39	essential_core	C21orf92|L39mt|MRP-L5|MRPL5|MSTP003|PRED22|PRED66|RPML5	21q21.3
54475	NLE1	essential_core	Nle	17q12
54555	DDX49	essential_core	R27090_2	19p13.11
54584	GNB1L	essential_core	DGCRK3|FKSG1|GY2|WDR14|WDVCF	22q11.21
54606	DDX56	essential_core	DDX21|DDX26|NOH61	7p13
54663	WDR74	essential_core	-	11q12.3
54707	GPN2	essential_core	ATPBD1B	1p36.11
54853	WDR55	essential_core	-	5q31.3
54859	ELP6	essential_core	C3orf75|TMEM103	3p21.31
54930	HAUS4	essential_core	C14orf94	14q11.2
54938	SARS2	essential_core	SARS|SARSM|SERS|SYS|SerRS|SerRSmt|mtSerRS	19q13.2
55003	PAK1IP1	essential_core	MAK11|PIP1|WDR84|bA421M1.5|hPIP1	6p24.2
55035	NOL8	essential_core	C9orf34|NOP132|bA62C3.3|bA62C3.4	9q22.31
55090	MED9	essential_core	MED25	17p11.2
55100	WDR70	essential_core	-	5p13.2
55119	PRPF38B	essential_core	NET1	1p13.3
55127	HEATR1	essential_core	BAP28|UTP10	1q43
55153	SDAD1	essential_core	-	4q21.1
55164	SHQ1	essential_core	GRIM-1|Shq1p	3p13
55173	MRPS10	essential_core	MRP-S10|PNAS-122	6p21.1
55187	VPS13D	essential_core	-	1p36.22-p36.21
55234	SMU1	essential_core	BWD|SMU-1|fSAP57	9p21.1
55339	WDR33	essential_core	NET14|WDC146	2q14.3
55355	HJURP	essential_core	FAKTS|URLC9|hFLEG1	2q37.1
55505	NOP10	essential_core	DKCB1|NOLA3|NOP10P	15q14
55559	HAUS7	essential_core	UCHL5IP|UIP1	Xq28
55622	TTC27	essential_core	-	2p22.3
55644	OSGEP	essential_core	GCPL1|KAE1|OSGEP1|PRSMG1	14q11.2
55661	DDX27	essential_core	DRS1|Drs1p|HSPC259|PP3241|RHLP|dJ686N3.1	20q13.13
55666	NPLOC4	essential_core	NPL4	17q25.3
55683	KANSL3	essential_core	KIAA1310|NSL3|Rcd1	2q11.2
55703	POLR3B	essential_core	C128|HLD8|INMAP|RPC2	12q23.3
55718	POLR3E	essential_core	RPC5|SIN	16p12.2
55720	TSR1	essential_core	-	17p13.3
55746	NUP133	essential_core	hNUP133	1q42.13
55759	WDR12	essential_core	YTM1	2q33.2
55795	PCID2	essential_core	F10	13q34
55839	CENPN	essential_core	BM039|C16orf60|CENP-N|ICEN32	16q23.2
55860	ACTR10	essential_core	ACTR11|Arp10|Arp11|HARP11	14q23.1
55929	DMAP1	essential_core	DNMAP1|DNMTAP1|EAF2|MEAF2|SWC4	1p34.1
55954	ZMAT5	essential_core	SNRNP20|U11/U12-20K|ZC3H19	22q12.2
56052	ALG1	essential_core	CDG1K|HMAT1|HMT-1|HMT1|MT-1|Mat-1|hMat-1	16p13.3
56683	C21orf59	essential_core	C21orf48|CILD26|FBB18|Kur	21q22.11
56902	PNO1	essential_core	KHRBP1|RRP20	2p14
56915	EXOSC5	essential_core	RRP41B|RRP46|Rrp46p|hRrp46p|p12B	19q13.2
56949	XAB2	essential_core	HCNP|HCRN|NTC90|SYF1	19p13.2
56993	TOMM22	essential_core	1C9-2|MST065|MSTP065|TOM22	22q13.1
57038	RARS2	essential_core	ArgRS|DALRD2|PCH6|PRO1992|RARSL	6q15
57062	DDX24	essential_core	-	14q32.12
57082	CASC5	essential_core	AF15Q14|CASC5|CT29|D40|MCPH4|PPP1R55|Spc7|hKNL-1|hSpc105	15q15.1
57405	SPC25	essential_core	AD024|SPBC25|hSpc25	2q24.3
57418	WDR18	essential_core	Ipi3|R32184_1	19p13.3
57508	INTS2	essential_core	INT2|KIAA1287	17q23.2
57510	XPO5	essential_core	exp5	6p21.1
57521	RPTOR	essential_core	KOG1|Mip1	17q25.3
57570	TRMT5	essential_core	COXPD26|KIAA1393|TRM5	14q23.1
57696	DDX55	essential_core	-	12q24.31
57721	METTL14	essential_core	hMETTL14	4q26
57819	LSM2	essential_core	C6orf28|G7B|YBL026W|snRNP	6p21.33
58485	TRAPPC1	essential_core	BET5|MUM2	17p13.1
58517	RBM25	essential_core	NET52|RED120|RNPC7|S164|Snu71|fSAP94	14q24.2
59286	UBL5	essential_core	HUB1	19p13.2
60496	AASDHPPT	essential_core	AASD-PPT|ACPS|CGI-80|LYS2|LYS5	11q22.3
63931	MRPS14	essential_core	DJ262D12.2|HSMRPS14|MRP-S14|S14mt	1q25.1
64151	NCAPG	essential_core	CAPG|CHCG|NY-MEL-3|YCG1	4p15.31
64428	NARFL	essential_core	HPRN|IOP1|LET1L|NAR1|PRN	16p13.3
64434	NOM1	essential_core	C7orf3|PPP1R113|SGD1	7q36.3
64852	TUT1	essential_core	PAPD2|RBM21|STARPAP|TUTase|URLC6	11q12.3
64968	MRPS6	essential_core	C21orf101|MRP-S6|RPMS6|S6mt	21q22.11
64981	MRPL34	essential_core	L34mt	19p13.11
65083	NOL6	essential_core	NRAP|UTP22|bA311H10.1	9p13.3
65123	INTS3	essential_core	C1orf193|C1orf60|INT3|SOSS-A|SOSSA	1q21.3
79003	MIS12	essential_core	2510025F08Rik|KNTC2AP|MTW1|hMis12	17p13.2
79019	CENPM	essential_core	C22orf18|CENP-M|PANE1	22q13.2
79029	SPATA5L1	essential_core	-	15q21.1
79050	NOC4L	essential_core	NET49|NOC4|UTP19	12q24.33
79066	METTL16	essential_core	METT10D	17p13.3
79084	WDR77	essential_core	HKMT1069|MEP-50|MEP50|Nbla10071|p44|p44/Mep50	1p13.2
79159	NOL12	essential_core	Nop25|dJ37E16.7	22q13.1
79441	HAUS3	essential_core	C4orf15|IT1|dgt3	4p16.3
79446	WDR25	essential_core	C14orf67	14q32.2
79576	NKAP	essential_core	-	Xq24
79577	CDC73	essential_core	C1orf28|FIHP|HPTJT|HRPT1|HRPT2|HYX	1q31.2
79637	ARMC7	essential_core	-	17q25.1
79643	CHMP6	essential_core	VPS20	17q25.3
79677	SMC6	essential_core	SMC-6|SMC6L1|hSMC6	2p24.2
79707	NOL9	essential_core	Grc3|NET6	1p36.31
79902	NUP85	essential_core	FROUNT|Nup75	17q25.1
79947	DHDDS	essential_core	CIT|CPT|DS|HDS|RP59	1p36.11
79954	NOL10	essential_core	PQBP5	2p25.1
80018	NAA25	essential_core	C12orf30|MDM20|NAP1	12q24.13
80135	RPF1	essential_core	BXDC5	1p22.3
80155	NAA15	essential_core	Ga19|NARG1|NAT1P|NATH|TBDN|TBDN100	4q31.1
80218	NAA50	essential_core	MAK3|NAT13|NAT13P|NAT5|NAT5P|SAN	3q13.31
80222	TARS2	essential_core	COXPD21|TARSL1|thrRS	1q21.2
80273	GRPEL1	essential_core	GrpE|HMGE|mt-GrpE#1	4p16.1
80335	WDR82	essential_core	MST107|MSTP107|PRO2730|PRO34047|SWD2|TMEM113|WDR82A	3p21.2
80347	COASY	essential_core	DPCK|NBIA6|NBP|PPAT|UKR1|pOV-2	17q21.2
81572	PDRG1	essential_core	C20orf126|PDRG	20q11.21
81620	CDT1	essential_core	DUP|RIS2	16q24.3
81671	VMP1	essential_core	EPG3|TANGO5|TMEM49	17q23.1
81875	ISG20L2	essential_core	HSD38	1q23.1
81887	LAS1L	essential_core	Las1-like|WTS|dJ475B7.2	Xq12
81929	SEH1L	essential_core	SEC13L|SEH1A|SEH1B|Seh1	18p11.21
83479	DDX59	essential_core	OFD5|ZNHIT5	1q32.1
83540	NUF2	essential_core	CDCA1|CT106|NUF2R	1q23.3
83658	DYNLRB1	essential_core	BITH|BLP|DNCL2A|DNLC2A|ROBLD1	20q11.22
83732	RIOK1	essential_core	AD034|RRP10|bA288G3.1	6p24.3
83743	GRWD1	essential_core	CDW4|GRWD|RRB1|WDR28	19q13.33
83932	SPRTN	essential_core	C1orf124|DVC1|PRO4323|spartan	1q42.2
84128	WDR75	essential_core	NET16|UTP17	2q32.2
84135	UTP15	essential_core	NET21	5q13.2
84138	SLC7A6OS	essential_core	-	16q22.1
84148	KAT8	essential_core	MOF|MYST1|ZC2HC8|hMOF	16p11.2
84154	RPF2	essential_core	BXDC1|bA397G5.4	6q21
84172	POLR1B	essential_core	RPA135|RPA2|Rpo1-2	2q14.1
84311	MRPL45	essential_core	L45mt|MRP-L45	17q12
84313	VPS25	essential_core	DERP9|EAP20|FAP20	17q21.2
84317	CCDC115	essential_core	CDG2O|ccp1	2q21.1
84365	NIFK	essential_core	MKI67IP|Nopp34	2q14.3
84516	DCTN5	essential_core	-	16p12.2
84916	CIRH1A	essential_core	CIRH1A|CIRHIN|NAIC|TEX292	16q22.1
84930	MASTL	essential_core	GREATWALL|GW|GWL|MAST-L|THC2	10p12.1
84946	LTV1	essential_core	C6orf93|dJ468K18.4	6q24.2
84950	PRPF38A	essential_core	PRP38A|Prp38	1p32.3
85313	PPIL4	essential_core	HDCME13P	6q25.1
85365	ALG2	essential_core	CDGIi|CMS14|CMSTA3|NET38|hALPG2	9q22.33
85476	GFM1	essential_core	COXPD1|EFG|EFG1|EFGM|EGF1|GFM|hEFG1	3q25.32
90121	TSR2	essential_core	DBA14|DT1P1A10|WGG1	Xp11.22
90196	SYS1	essential_core	C20orf169|dJ453C12.4|dJ453C12.4.1	20q13.12
90381	TICRR	essential_core	C15orf42|SLD3|Treslin	15q26.1
92856	IMP4	essential_core	BXDC4	2q21.1
112812	FDX1L	essential_core	FDX2	19p13.2
112858	TP53RK	essential_core	BUD32|C20orf64|Nori-2|Nori-2p|PRPK|dJ101A2	20q13.12
112950	MED8	essential_core	ARC32	1p34.2
114971	PTPMT1	essential_core	DUSP23|MOSP|PLIP|PNAS-129	11p11.2
115106	HAUS1	essential_core	CCDC5|HEI-C|HEIC|HsT1461	18q21.1
116143	WDR92	essential_core	-	2p14
117246	FTSJ3	essential_core	EPCS3|SPB1	17q23.3
121441	NEDD1	essential_core	GCP-WD|TUBGCP7	12q23.1
122769	LRR1	essential_core	4-1BBLRR|LRR-1|PPIL5	14q21.3
132001	TAMM41	essential_core	C3orf31|RAM41|TAM41	3p25.2
134353	LSM11	essential_core	-	5q33.3
147007	TMEM199	essential_core	C17orf32|CDG2P|VMA12|VPH2	17q11.2
147841	SPC24	essential_core	SPBC24	19p13.2
166378	SPATA5	essential_core	AFG2|EHLMRS|SPAF	4q28.1
170506	DHX36	essential_core	DDX36|G4R1|MLEL1|RHAU	3q25.2
171568	POLR3H	essential_core	RPC22.9|RPC8	22q13.2
197370	NSMCE1	essential_core	NSE1	16p12.1
203068	TUBB	essential_core	CDCBM6|CSCSC1|M40|OK/SW-cl.56|TUBB1|TUBB5	6p21.33
220064	ORAOV1	essential_core	TAOS1	11q13.3
221830	TWISTNB	essential_core	-	7p21.1
283989	TSEN54	essential_core	PCH2A|PCH4|PCH5|SEN54L|sen54	17q25.1
285855	RPL7L1	essential_core	dJ475N16.4	6p21.1
338657	CCDC84	essential_core	DLNB14	11q23.3
348180	CTU2	essential_core	C16orf84|NCS2|UPF0432	16q24.3
389362	PSMG4	essential_core	C6orf86|PAC4|bA506K6.2	6p25.2
440138	ALG11	essential_core	CDG1P|GT8	13q14.3
440145	MZT1	essential_core	C13orf37|MOZART1	13q21.33
100287932	TIMM23	essential_core	TIM23	10q11.22
